district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr
Kegalle,Kegalle Central,12,4,3,87,0,TRUE,FALSE,Well,Three phase,1,2000,11865337
Mannar,Mannar Central,4,2,1,41,0,TRUE,FALSE,Pipe-borne,Single phase,1,2014,3106321
Kurunegala,Kurunegala Town,29,5,4,250,2,FALSE,TRUE,Pipe-borne,Single phase,2,1991,35264627
Gampaha,Ragama,4,3,3,52,0,FALSE,FALSE,Well,Single phase,1,2015,6300215
Badulla,Hali Ela,4,1,1,49,1,TRUE,FALSE,Pipe-borne,Single phase,1,2023,6929358
Monaragala,Monaragala Central,7,4,4,69,1,TRUE,TRUE,Pipe-borne,Single phase,2,2001,6015363
Mullaitivu,Mullaitivu Central,57,7,5,250,1,TRUE,TRUE,Pipe-borne,Three phase,2,2022,48774873
Nuwara Eliya,Nuwara Eliya Central,4,2,2,35,1,TRUE,TRUE,Well,Single phase,1,1989,8920550
Hambantota,Ambalantota,12,5,4,102,0,FALSE,FALSE,Both,Single phase,1,2023,9198641
Kalutara,Beruwala,6,2,2,35,1,TRUE,TRUE,Well,Three phase,2,2003,6363024
Badulla,Badulla Town,15,6,5,115,1,FALSE,TRUE,Well,Single phase,1,1996,13618763
Jaffna,Nallur,2,2,2,38,1,FALSE,FALSE,Pipe-borne,Three phase,1,2001,4046897
Puttalam,Puttalam Central,23,4,3,250,2,FALSE,FALSE,Pipe-borne,Three phase,2,2011,26784821
Polonnaruwa,Polonnaruwa Central,9,6,5,78,1,TRUE,FALSE,Well,Single phase,1,2004,9400988
Mullaitivu,Mullaitivu Central,5,2,2,35,0,FALSE,FALSE,Well,Three phase,1,2022,3304733
Galle,Unawatuna,18,5,5,219,3,FALSE,TRUE,Pipe-borne,Three phase,2,2019,38566083
Anuradhapura,Nuwaragam Palatha,13,5,5,102,2,FALSE,TRUE,Well,Three phase,2,2018,16080521
Ampara,Ampara Central,7,2,2,73,2,TRUE,TRUE,Well,Three phase,1,2016,11700823
Kandy,Kandy City,7,3,3,63,0,TRUE,TRUE,Well,Single phase,2,1989,11972658
Matara,Weligama,25,7,5,250,3,FALSE,FALSE,Pipe-borne,Three phase,3,2021,44082493
Nuwara Eliya,Nuwara Eliya Central,5,2,2,49,0,FALSE,TRUE,Both,Single phase,2,2016,14090962
Anuradhapura,Nuwaragam Palatha,2,2,2,35,1,FALSE,TRUE,Pipe-borne,Three phase,1,2000,2965362
Monaragala,Monaragala Central,31,6,5,240,3,TRUE,TRUE,Well,Three phase,2,2020,35173345
Ratnapura,Ratnapura Town,13,6,5,118,2,FALSE,TRUE,Pipe-borne,Single phase,1,2000,16372696
Kegalle,Kegalle Central,16,6,5,214,2,FALSE,FALSE,Both,Three phase,3,1988,20263442
Kalutara,Kalutara North,11,5,5,114,0,FALSE,FALSE,Both,Single phase,1,2023,17935489
Colombo,Mount Lavinia,21,6,5,242,3,TRUE,TRUE,Both,Single phase,3,2015,74243530
Vavuniya,Vavuniya Central,17,5,4,186,1,FALSE,FALSE,Both,Single phase,3,2009,20802038
Badulla,Bandarawela,22,7,5,160,1,TRUE,TRUE,Both,Three phase,1,2024,28005232
Trincomalee,Nilaveli,7,3,2,48,1,TRUE,TRUE,Both,Single phase,1,1997,9380420
Monaragala,Monaragala Central,21,7,5,250,1,FALSE,FALSE,Well,Single phase,3,2022,25129922
Trincomalee,China Bay,17,7,5,169,1,TRUE,TRUE,Both,Single phase,2,1985,23044976
Kegalle,Kegalle Central,5,1,1,51,1,FALSE,FALSE,Well,Single phase,2,1994,4543867
Ampara,Ampara Central,21,5,4,210,2,FALSE,FALSE,Pipe-borne,Single phase,2,2023,28739142
Matale,Matale Central,8,3,3,75,0,FALSE,FALSE,Both,Three phase,1,1994,7271364
Polonnaruwa,Polonnaruwa Central,2,3,2,43,1,TRUE,TRUE,Well,Single phase,2,1990,3649655
Hambantota,Ambalantota,27,5,5,250,2,FALSE,FALSE,Both,Single phase,2,1989,36002224
Hambantota,Hambantota Town,22,4,3,250,1,FALSE,TRUE,Pipe-borne,Single phase,3,1987,29175434
Colombo,Kollupitiya,7,2,1,48,1,TRUE,TRUE,Well,Single phase,1,1992,18677236
Monaragala,Monaragala Central,7,3,2,93,0,FALSE,TRUE,Well,Single phase,1,2018,9160735
Hambantota,Ambalantota,10,4,4,107,0,FALSE,FALSE,Pipe-borne,Single phase,1,1996,9038795
Kegalle,Kegalle Central,5,2,1,43,1,TRUE,FALSE,Both,Three phase,1,1999,6619936
Kandy,Peradeniya,9,2,2,83,0,TRUE,TRUE,Both,Three phase,1,2009,16372371
Kilinochchi,Kilinochchi Central,5,1,1,60,2,TRUE,FALSE,Well,Three phase,1,2020,6661360
Kilinochchi,Kilinochchi Central,26,6,5,188,3,TRUE,TRUE,Pipe-borne,Three phase,2,2013,23848301
Matale,Matale Central,10,5,4,68,0,FALSE,FALSE,Well,Single phase,1,1997,8259231
Matale,Matale Central,12,4,3,130,0,TRUE,TRUE,Both,Three phase,1,1988,13809427
Ampara,Ampara Central,6,1,1,73,0,FALSE,FALSE,Well,Three phase,1,2001,4986066
Matara,Weligama,10,4,4,66,0,FALSE,FALSE,Both,Single phase,2,1999,12441183
Vavuniya,Vavuniya Central,14,5,4,164,2,FALSE,FALSE,Well,Three phase,2,2003,17259941
Matale,Matale Central,7,3,2,82,0,FALSE,FALSE,Pipe-borne,Three phase,1,2009,9471827
Kalutara,Panadura,19,6,5,211,3,FALSE,TRUE,Well,Single phase,2,2010,30239066
Galle,Hikkaduwa,6,4,3,35,2,TRUE,TRUE,Well,Single phase,1,2002,9403937
Batticaloa,Batticaloa Town,9,4,3,54,0,TRUE,TRUE,Pipe-borne,Three phase,1,2022,9748351
Vavuniya,Vavuniya Central,24,5,4,250,2,TRUE,FALSE,Well,Single phase,3,1989,25607269
Ratnapura,Pelmadulla,10,4,4,129,0,FALSE,FALSE,Well,Three phase,1,1987,11807323
Jaffna,Nallur,5,2,1,49,1,TRUE,TRUE,Pipe-borne,Three phase,2,1997,8084726
Nuwara Eliya,Nuwara Eliya Central,15,6,5,135,1,TRUE,FALSE,Well,Three phase,1,1999,24771805
Badulla,Hali Ela,30,5,4,250,2,TRUE,TRUE,Pipe-borne,Single phase,2,2016,49316730
Badulla,Hali Ela,4,2,2,89,0,TRUE,FALSE,Both,Single phase,2,2012,6484230
Ratnapura,Pelmadulla,3,1,1,35,0,TRUE,TRUE,Both,Three phase,1,2016,5063722
Trincomalee,China Bay,2,2,1,35,2,FALSE,TRUE,Both,Single phase,1,2011,5487394
Matale,Matale Central,21,7,5,201,3,TRUE,FALSE,Pipe-borne,Single phase,2,2012,27583798
Colombo,Narahenpita,10,3,3,93,0,FALSE,FALSE,Pipe-borne,Three phase,1,1995,23286037
Gampaha,Ragama,19,7,5,215,2,TRUE,TRUE,Pipe-borne,Three phase,2,1990,29013952
Trincomalee,China Bay,7,4,3,72,1,TRUE,FALSE,Well,Three phase,2,2025,12051798
Kilinochchi,Kilinochchi Central,4,3,3,78,2,TRUE,TRUE,Both,Three phase,1,1993,3849179
Mannar,Mannar Central,2,2,2,35,1,TRUE,TRUE,Pipe-borne,Single phase,1,1987,2887153
Kilinochchi,Kilinochchi Central,12,6,5,152,2,FALSE,FALSE,Pipe-borne,Single phase,1,2005,12277227
Kurunegala,Pannala,30,6,5,214,2,TRUE,FALSE,Both,Three phase,2,2015,36509376
Badulla,Badulla Town,19,4,3,198,1,TRUE,FALSE,Well,Single phase,3,1993,27166635
Matale,Matale Central,3,3,2,35,0,TRUE,FALSE,Pipe-borne,Single phase,2,1988,4172957
Kilinochchi,Kilinochchi Central,12,5,4,155,1,TRUE,FALSE,Well,Three phase,2,2013,14846900
Gampaha,Ragama,29,6,5,250,1,TRUE,FALSE,Pipe-borne,Single phase,2,2002,46131307
Kandy,Kandy City,13,4,4,131,1,FALSE,TRUE,Pipe-borne,Single phase,1,1999,26404395
Mannar,Mannar Central,19,7,5,146,1,TRUE,FALSE,Well,Single phase,1,2019,16212994
Kalutara,Kalutara North,8,4,3,57,1,FALSE,FALSE,Well,Single phase,2,2017,11511804
Kalutara,Wadduwa,5,2,1,41,0,TRUE,FALSE,Pipe-borne,Single phase,1,2005,9105687
Jaffna,Kokuvil,10,5,4,133,1,TRUE,TRUE,Pipe-borne,Single phase,1,2002,16492740
Kilinochchi,Kilinochchi Central,19,5,4,194,1,TRUE,TRUE,Pipe-borne,Three phase,1,1991,18101288
Badulla,Badulla Town,3,3,3,35,2,TRUE,TRUE,Both,Three phase,1,2009,4639711
Batticaloa,Eravur,7,3,3,102,1,FALSE,FALSE,Both,Three phase,2,2010,8404785
Puttalam,Puttalam Central,2,2,1,35,1,FALSE,TRUE,Pipe-borne,Three phase,1,1994,3958898
Puttalam,Puttalam Central,5,3,3,79,0,TRUE,FALSE,Pipe-borne,Single phase,2,2022,5342078
Galle,Karapitiya,15,7,5,152,3,TRUE,TRUE,Pipe-borne,Three phase,2,1985,21896363
Anuradhapura,Madawachchiya,2,3,3,35,1,FALSE,FALSE,Well,Three phase,1,1993,3258655
Vavuniya,Vavuniya Central,8,4,3,100,0,FALSE,TRUE,Pipe-borne,Single phase,1,2006,9183345
Batticaloa,Kallady,22,7,5,190,3,TRUE,TRUE,Both,Three phase,3,1985,30778919
Kilinochchi,Kilinochchi Central,6,3,2,35,1,TRUE,TRUE,Pipe-borne,Single phase,2,1986,4773458
Gampaha,Negombo,8,3,2,72,3,TRUE,TRUE,Pipe-borne,Single phase,2,1985,14515664
Jaffna,Kokuvil,12,5,4,108,1,TRUE,TRUE,Both,Three phase,1,2020,19915030
Ratnapura,Ratnapura Town,15,5,4,104,2,TRUE,FALSE,Both,Single phase,1,1992,14332704
Kegalle,Kegalle Central,12,4,3,111,1,TRUE,FALSE,Well,Single phase,1,1988,13089521
Mullaitivu,Mullaitivu Central,21,6,5,250,2,TRUE,FALSE,Pipe-borne,Three phase,3,2000,21041413
Badulla,Bandarawela,8,3,2,80,1,TRUE,FALSE,Pipe-borne,Three phase,1,2022,10965474
Ampara,Ampara Central,24,5,4,207,1,TRUE,TRUE,Both,Three phase,2,1987,27180844
Kandy,Peradeniya,4,3,2,50,2,TRUE,TRUE,Both,Three phase,2,2002,8607569
Matara,Matara Town,11,5,4,94,0,FALSE,TRUE,Pipe-borne,Single phase,1,1989,10629279
Polonnaruwa,Polonnaruwa Central,4,2,2,62,0,FALSE,TRUE,Both,Three phase,2,2022,5661131
Nuwara Eliya,Nuwara Eliya Central,6,2,2,75,0,TRUE,TRUE,Well,Three phase,1,2004,12253238
Ratnapura,Kuruwita,5,1,1,61,0,FALSE,TRUE,Both,Three phase,1,2021,7996680
Vavuniya,Vavuniya Central,20,6,5,212,2,FALSE,TRUE,Pipe-borne,Three phase,2,1991,18620118
Kurunegala,Polgahawela,14,5,4,92,1,TRUE,FALSE,Well,Single phase,2,2024,13876634
Polonnaruwa,Polonnaruwa Central,33,6,5,250,2,FALSE,TRUE,Well,Three phase,2,1989,33106388
Hambantota,Ambalantota,2,2,1,35,2,FALSE,FALSE,Well,Single phase,1,2010,3593103
Ratnapura,Kuruwita,11,4,4,113,2,FALSE,FALSE,Both,Three phase,1,2002,11212121
Hambantota,Tangalle,21,7,5,207,1,TRUE,TRUE,Pipe-borne,Single phase,2,2019,23798155
Vavuniya,Vavuniya Central,14,6,5,156,1,FALSE,FALSE,Pipe-borne,Three phase,1,1986,13970422
Kegalle,Kegalle Central,6,2,1,35,0,FALSE,FALSE,Both,Three phase,1,1996,5142854
Kandy,Tennekumbura,7,2,2,85,1,FALSE,FALSE,Pipe-borne,Single phase,1,2016,15331574
Nuwara Eliya,Nuwara Eliya Central,11,4,3,167,2,FALSE,TRUE,Both,Single phase,1,1996,30454412
Batticaloa,Eravur,3,2,2,44,1,FALSE,FALSE,Pipe-borne,Three phase,2,2012,4916259
Ratnapura,Kuruwita,4,1,1,35,0,FALSE,FALSE,Well,Three phase,2,1998,4957964
Monaragala,Monaragala Central,2,2,1,35,0,TRUE,FALSE,Both,Single phase,1,2015,2934194
Trincomalee,China Bay,6,1,1,74,0,TRUE,FALSE,Pipe-borne,Three phase,1,2013,8089837
Jaffna,Nallur,6,1,1,78,0,FALSE,FALSE,Pipe-borne,Three phase,1,1990,8489388
Kegalle,Kegalle Central,2,1,1,48,2,FALSE,FALSE,Pipe-borne,Three phase,1,2023,5071722
Colombo,Rajagiriya,13,6,5,196,2,FALSE,FALSE,Both,Single phase,2,2022,53952386
Batticaloa,Batticaloa Town,4,1,1,56,2,TRUE,FALSE,Pipe-borne,Three phase,2,1986,6798488
Galle,Galle Fort,4,1,1,47,1,FALSE,TRUE,Well,Three phase,2,1999,7854841
Kandy,Kandy City,16,6,5,145,1,TRUE,FALSE,Pipe-borne,Single phase,1,1991,24068847
Puttalam,Puttalam Central,34,6,5,228,1,FALSE,FALSE,Well,Three phase,3,2016,35357548
Batticaloa,Batticaloa Town,6,1,1,46,2,TRUE,FALSE,Well,Three phase,1,2000,7160061
Kilinochchi,Kilinochchi Central,34,5,5,250,1,TRUE,TRUE,Well,Three phase,2,1986,36388274
Jaffna,Chunnakam,33,5,5,207,3,TRUE,TRUE,Well,Three phase,2,2020,49834886
Matale,Matale Central,27,6,5,250,3,FALSE,TRUE,Pipe-borne,Single phase,2,2009,42403487
Ratnapura,Ratnapura Town,3,3,3,37,0,TRUE,FALSE,Well,Single phase,1,2008,3601512
Gampaha,Ragama,2,3,3,35,0,FALSE,TRUE,Pipe-borne,Three phase,2,2024,6096981
Vavuniya,Vavuniya Central,14,6,5,176,2,FALSE,FALSE,Pipe-borne,Three phase,2,1993,17911009
Monaragala,Monaragala Central,7,4,3,97,1,FALSE,TRUE,Both,Single phase,2,1987,8901211
Hambantota,Ambalantota,10,4,4,92,2,TRUE,FALSE,Well,Three phase,2,1995,9026744
Matara,Nupe,5,2,2,35,0,FALSE,FALSE,Well,Single phase,1,1988,5224161
Matara,Weligama,9,3,2,103,1,FALSE,FALSE,Both,Three phase,1,2005,11692186
Ratnapura,Pelmadulla,6,1,1,52,0,TRUE,TRUE,Well,Single phase,1,2019,6694439
Ratnapura,Ratnapura Town,21,5,5,250,2,FALSE,FALSE,Pipe-borne,Single phase,3,2007,25690112
Puttalam,Puttalam Central,15,6,5,126,2,TRUE,TRUE,Well,Three phase,1,2013,17877267
Trincomalee,Nilaveli,15,7,5,196,2,TRUE,FALSE,Pipe-borne,Single phase,3,1990,21863473
Vavuniya,Vavuniya Central,9,5,4,122,1,TRUE,TRUE,Pipe-borne,Single phase,2,2023,14591023
Ratnapura,Ratnapura Town,13,5,4,173,2,FALSE,FALSE,Both,Single phase,2,1992,17409383
Kurunegala,Polgahawela,7,3,3,57,1,TRUE,TRUE,Both,Single phase,2,2004,6593629
Gampaha,Wattala,8,3,3,72,1,TRUE,TRUE,Well,Single phase,2,2023,13513547
Kandy,Gatambe,10,6,5,88,0,FALSE,TRUE,Both,Three phase,1,2025,18355192
Puttalam,Puttalam Central,9,2,1,93,0,FALSE,FALSE,Pipe-borne,Single phase,1,2012,10166008
Trincomalee,Nilaveli,13,5,4,140,2,TRUE,FALSE,Well,Three phase,2,1985,15193098
Galle,Karapitiya,8,3,2,62,0,FALSE,FALSE,Well,Single phase,1,2020,13409713
Gampaha,Ragama,3,3,2,35,1,FALSE,TRUE,Both,Single phase,2,2011,7507676
Batticaloa,Kallady,9,4,3,125,2,FALSE,FALSE,Both,Three phase,1,1985,11755494
Anuradhapura,Madawachchiya,8,4,3,87,0,TRUE,TRUE,Both,Single phase,2,2012,8159214
Vavuniya,Vavuniya Central,10,3,3,107,3,FALSE,FALSE,Well,Three phase,1,2017,11783586
Kalutara,Beruwala,14,7,5,185,1,FALSE,FALSE,Both,Three phase,2,1996,19251345
Trincomalee,Nilaveli,15,4,4,172,1,FALSE,TRUE,Both,Single phase,1,1998,17840755
Kandy,Peradeniya,7,1,1,74,0,TRUE,TRUE,Well,Three phase,1,2019,9895939
Badulla,Hali Ela,14,6,5,197,2,TRUE,FALSE,Well,Single phase,3,1991,17195086
Nuwara Eliya,Nuwara Eliya Central,9,4,4,75,1,TRUE,TRUE,Pipe-borne,Three phase,1,1986,19755151
Hambantota,Tangalle,37,5,4,250,1,FALSE,FALSE,Well,Three phase,3,1985,38952430
Matara,Weligama,13,7,5,92,1,FALSE,FALSE,Both,Three phase,1,2024,14707294
Hambantota,Tangalle,7,3,2,92,3,TRUE,TRUE,Well,Single phase,1,1989,9271540
Kandy,Gatambe,4,1,1,36,0,TRUE,TRUE,Pipe-borne,Three phase,1,2021,8412495
Jaffna,Kokuvil,31,7,5,250,1,FALSE,TRUE,Well,Single phase,3,2017,56346038
Puttalam,Puttalam Central,17,6,5,207,2,FALSE,FALSE,Well,Three phase,2,2008,22436083
Vavuniya,Vavuniya Central,7,3,2,69,2,FALSE,FALSE,Both,Single phase,1,2023,9872626
Ampara,Ampara Central,18,7,5,171,1,FALSE,FALSE,Well,Three phase,2,2016,18951023
Kegalle,Kegalle Central,7,5,5,76,1,TRUE,TRUE,Well,Single phase,1,2012,10852440
Galle,Unawatuna,4,2,2,35,1,FALSE,TRUE,Well,Single phase,1,1986,8258059
Badulla,Bandarawela,20,7,5,222,1,FALSE,FALSE,Well,Three phase,2,2025,25984168
Galle,Karapitiya,21,6,5,199,1,TRUE,FALSE,Well,Single phase,2,2011,29287321
Nuwara Eliya,Nuwara Eliya Central,8,3,2,107,0,FALSE,FALSE,Pipe-borne,Three phase,2,1987,15495064
Colombo,Wellawatte,10,3,2,105,0,TRUE,TRUE,Pipe-borne,Single phase,2,1999,27674649
Puttalam,Puttalam Central,2,1,1,35,2,TRUE,FALSE,Pipe-borne,Three phase,1,2018,4214689
Matara,Weligama,16,6,5,219,3,FALSE,FALSE,Both,Three phase,2,1999,21540079
Anuradhapura,New Town,12,6,5,117,2,TRUE,FALSE,Well,Three phase,2,2009,14242117
Kilinochchi,Kilinochchi Central,21,6,5,250,1,TRUE,FALSE,Both,Single phase,3,1991,22878992
Batticaloa,Kallady,13,5,4,78,1,FALSE,TRUE,Both,Single phase,1,2014,12325597
Anuradhapura,Nuwaragam Palatha,2,2,1,35,1,TRUE,TRUE,Well,Single phase,2,2009,3367184
Matale,Matale Central,10,4,4,163,1,TRUE,FALSE,Pipe-borne,Single phase,2,2002,13438050
Batticaloa,Eravur,2,4,3,35,2,FALSE,TRUE,Pipe-borne,Three phase,1,2002,3352601
Ampara,Ampara Central,12,2,1,165,1,TRUE,FALSE,Pipe-borne,Single phase,1,2018,15512792
Badulla,Bandarawela,22,7,5,232,3,TRUE,FALSE,Pipe-borne,Single phase,3,2020,33516083
Mullaitivu,Mullaitivu Central,4,2,2,35,0,TRUE,TRUE,Both,Single phase,1,2021,3634011
Badulla,Bandarawela,10,5,4,134,0,TRUE,FALSE,Well,Single phase,2,2002,13957259
Trincomalee,Uppuveli,2,4,4,35,1,FALSE,TRUE,Both,Single phase,1,2009,4882927
Polonnaruwa,Polonnaruwa Central,12,5,4,101,1,TRUE,FALSE,Pipe-borne,Three phase,1,2006,10171267
Polonnaruwa,Polonnaruwa Central,8,2,1,106,0,FALSE,TRUE,Well,Three phase,2,2019,10787534
Mannar,Mannar Central,5,3,3,63,1,FALSE,FALSE,Well,Single phase,1,1987,4564987
Nuwara Eliya,Nuwara Eliya Central,7,1,1,84,1,TRUE,TRUE,Pipe-borne,Single phase,2,2021,20747996
Galle,Unawatuna,25,6,5,213,2,TRUE,FALSE,Well,Three phase,2,2021,36408436
Colombo,Dehiwala,7,3,3,56,0,FALSE,FALSE,Well,Single phase,2,2005,16024596
Kalutara,Wadduwa,18,6,5,216,1,FALSE,FALSE,Well,Single phase,2,1992,26142293
Jaffna,Jaffna Town,13,4,4,158,3,FALSE,TRUE,Pipe-borne,Single phase,1,2007,21108393
Nuwara Eliya,Nuwara Eliya Central,9,3,2,101,0,FALSE,TRUE,Both,Three phase,2,2011,18277683
Kilinochchi,Kilinochchi Central,4,2,1,50,1,TRUE,FALSE,Pipe-borne,Single phase,1,2018,4235061
Matara,Weligama,22,7,5,250,3,TRUE,TRUE,Both,Single phase,2,1996,30297530
Kegalle,Kegalle Central,2,3,2,35,0,TRUE,FALSE,Pipe-borne,Single phase,2,2010,2689169
Kalutara,Wadduwa,8,3,2,86,1,FALSE,FALSE,Well,Three phase,1,2006,13567217
Badulla,Hali Ela,4,1,1,54,0,FALSE,TRUE,Both,Single phase,1,2003,5314075
Kurunegala,Kurunegala Town,10,3,2,109,1,TRUE,FALSE,Both,Single phase,2,1999,13365802
Vavuniya,Vavuniya Central,7,4,4,89,1,FALSE,TRUE,Pipe-borne,Three phase,1,1994,7526384
Matale,Matale Central,9,4,3,95,2,TRUE,TRUE,Both,Three phase,1,1992,12453475
Vavuniya,Vavuniya Central,11,4,4,83,1,FALSE,TRUE,Well,Three phase,1,2001,10326691
Nuwara Eliya,Nuwara Eliya Central,7,1,1,87,0,FALSE,TRUE,Pipe-borne,Three phase,2,2013,16021612
Matale,Matale Central,2,3,3,35,2,TRUE,TRUE,Well,Three phase,1,2009,3569146
Puttalam,Puttalam Central,10,4,4,104,0,TRUE,TRUE,Well,Three phase,2,2022,11919936
Mannar,Mannar Central,3,2,2,38,0,FALSE,FALSE,Both,Three phase,2,2018,3512287
Monaragala,Monaragala Central,6,1,1,49,0,FALSE,FALSE,Both,Three phase,1,2007,5293709
Kegalle,Kegalle Central,10,3,2,73,1,FALSE,TRUE,Pipe-borne,Single phase,2,1991,10223387
Galle,Unawatuna,8,3,3,50,1,TRUE,TRUE,Both,Single phase,1,1996,9385988
Kilinochchi,Kilinochchi Central,22,6,5,150,2,FALSE,FALSE,Well,Three phase,1,2001,16582674
Ratnapura,Kuruwita,2,2,2,35,1,TRUE,FALSE,Pipe-borne,Single phase,1,2012,4616183
Kalutara,Panadura,3,1,1,65,1,TRUE,FALSE,Well,Single phase,1,1987,4983635
Matale,Matale Central,6,2,2,68,1,FALSE,FALSE,Well,Single phase,1,2008,6733469
Hambantota,Tangalle,10,5,4,111,2,FALSE,TRUE,Pipe-borne,Single phase,1,2025,13784227
Galle,Unawatuna,3,3,2,47,2,FALSE,TRUE,Both,Three phase,1,1994,5718725
Vavuniya,Vavuniya Central,8,3,2,124,0,TRUE,TRUE,Pipe-borne,Three phase,1,1986,7716476
Anuradhapura,Madawachchiya,22,5,5,179,2,FALSE,FALSE,Both,Single phase,1,1993,19374103
Vavuniya,Vavuniya Central,19,6,5,210,1,TRUE,TRUE,Pipe-borne,Single phase,2,1997,21380970
Nuwara Eliya,Nuwara Eliya Central,3,1,1,56,1,TRUE,TRUE,Pipe-borne,Three phase,1,2020,9111903
Monaragala,Monaragala Central,28,5,4,201,1,FALSE,FALSE,Pipe-borne,Single phase,2,2004,22272819
Badulla,Badulla Town,42,6,5,250,1,TRUE,TRUE,Well,Three phase,3,2013,49817128
Jaffna,Nallur,18,6,5,158,3,TRUE,FALSE,Well,Three phase,2,2008,23870181
Kandy,Gatambe,15,5,4,125,2,FALSE,TRUE,Pipe-borne,Three phase,1,1996,19616870
Nuwara Eliya,Nuwara Eliya Central,7,3,2,43,0,FALSE,TRUE,Well,Three phase,2,1995,9487496
Polonnaruwa,Polonnaruwa Central,13,6,5,107,2,TRUE,FALSE,Both,Three phase,2,1998,12031696
Trincomalee,Uppuveli,2,3,3,35,1,TRUE,FALSE,Both,Single phase,2,2025,4591834
Hambantota,Tangalle,4,2,2,35,1,TRUE,TRUE,Pipe-borne,Three phase,1,1988,4135014
Gampaha,Gampaha Town,12,7,5,122,1,FALSE,TRUE,Pipe-borne,Single phase,1,2021,23019596
Kurunegala,Pannala,19,5,4,213,1,FALSE,FALSE,Both,Single phase,2,2018,22000491
Nuwara Eliya,Nuwara Eliya Central,6,1,1,49,0,TRUE,TRUE,Pipe-borne,Three phase,1,2007,12999869
Ratnapura,Kuruwita,2,2,1,55,3,FALSE,TRUE,Well,Three phase,2,2003,5224931
Mullaitivu,Mullaitivu Central,18,7,5,143,1,TRUE,FALSE,Both,Three phase,1,1996,11714861
Kalutara,Beruwala,12,5,4,52,0,TRUE,FALSE,Both,Single phase,2,1993,12838724
Matara,Weligama,10,3,3,135,0,TRUE,FALSE,Pipe-borne,Three phase,2,2023,19038416
Kalutara,Wadduwa,4,1,1,62,0,FALSE,FALSE,Well,Single phase,2,1993,4918513
Polonnaruwa,Polonnaruwa Central,11,3,3,152,1,FALSE,FALSE,Well,Three phase,2,2009,11041890
Kurunegala,Melsiripura,4,3,2,76,1,TRUE,FALSE,Well,Single phase,1,1989,4809972
Kurunegala,Melsiripura,2,3,3,35,3,FALSE,TRUE,Both,Three phase,2,1994,5282382
Kegalle,Kegalle Central,2,2,1,40,0,FALSE,TRUE,Both,Three phase,2,1998,3554243
Batticaloa,Kallady,7,4,3,49,2,TRUE,FALSE,Pipe-borne,Single phase,1,2017,9799374
Badulla,Hali Ela,5,1,1,55,1,TRUE,FALSE,Well,Three phase,1,2003,6558956
Nuwara Eliya,Nuwara Eliya Central,13,6,5,147,3,TRUE,TRUE,Both,Single phase,2,1986,30588002
Jaffna,Chunnakam,3,1,1,40,1,TRUE,TRUE,Pipe-borne,Three phase,2,2009,6055979
Galle,Hikkaduwa,8,2,2,63,0,TRUE,TRUE,Pipe-borne,Single phase,1,1996,11171709
Mullaitivu,Mullaitivu Central,9,5,4,116,1,TRUE,FALSE,Pipe-borne,Single phase,1,2007,9406080
Kandy,Gatambe,5,3,2,62,1,FALSE,TRUE,Pipe-borne,Three phase,1,2010,8867546
Matara,Nupe,12,5,5,81,1,TRUE,FALSE,Pipe-borne,Single phase,2,2021,15770510
Ampara,Ampara Central,14,4,3,132,2,TRUE,FALSE,Both,Three phase,1,1998,11863754
Colombo,Bambalapitiya,11,5,5,101,3,FALSE,TRUE,Pipe-borne,Single phase,1,2003,30626708
Nuwara Eliya,Nuwara Eliya Central,22,7,5,144,1,TRUE,TRUE,Both,Three phase,1,1999,41084448
Badulla,Hali Ela,3,1,1,60,2,FALSE,FALSE,Pipe-borne,Single phase,1,2008,5461805
Mullaitivu,Mullaitivu Central,13,6,5,141,2,FALSE,FALSE,Well,Three phase,1,2010,10135903
Kurunegala,Polgahawela,3,4,4,46,1,TRUE,FALSE,Well,Single phase,2,2018,4500841
Kegalle,Kegalle Central,9,4,4,129,0,TRUE,FALSE,Pipe-borne,Three phase,2,2011,10566476
Ratnapura,Pelmadulla,4,1,1,35,0,FALSE,TRUE,Pipe-borne,Three phase,1,2011,4123263
Hambantota,Hambantota Town,5,2,1,57,1,FALSE,FALSE,Well,Single phase,1,2013,5278782
Mannar,Mannar Central,4,1,1,43,0,TRUE,FALSE,Well,Three phase,1,2016,3298298
Kilinochchi,Kilinochchi Central,7,2,2,77,0,TRUE,FALSE,Well,Three phase,1,2014,7669529
Jaffna,Kokuvil,15,5,4,153,2,TRUE,TRUE,Both,Three phase,1,2010,26137627
Matara,Nupe,2,2,1,35,1,TRUE,TRUE,Pipe-borne,Three phase,2,1990,4646772
Jaffna,Chunnakam,5,2,1,58,2,TRUE,TRUE,Both,Single phase,1,2002,10739338
Jaffna,Nallur,5,1,1,55,0,TRUE,TRUE,Pipe-borne,Single phase,1,2023,9332532
Mannar,Mannar Central,2,3,3,75,0,TRUE,TRUE,Both,Single phase,1,2001,2851343
Trincomalee,Nilaveli,29,7,5,250,2,FALSE,FALSE,Well,Single phase,2,1993,32804602
Kandy,Katugastota,12,4,3,86,0,TRUE,TRUE,Both,Three phase,1,2010,18739613
Trincomalee,Uppuveli,5,2,2,70,0,TRUE,TRUE,Pipe-borne,Single phase,1,2012,8115600
